event_url,round,Rank,Lane,Athlete,Nation,Result,Notes
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 1,6,6,Sophie Becker,Ireland,51.84,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 1,7,9,Tereza Petržilková,Czech Republic,51.92,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 1,8,7,Modesta Justė Morauskaitė,Lithuania,52.00,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 2,1,8,Nickisha Pryce,Jamaica,50.02,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 2,2,7,Laviai Nielsen,Great Britain,50.36,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 2,3,2,Henriette Jæger,Norway,50.39,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 2,4,4,Justyna Święty-Ersetic,Poland,50.95,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 2,5,6,Ellie Beer,Australia,51.47,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 2,6,5,Lina Licona,Colombia,51.85,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 2,7,3,Zoe Sherar,Canada,51.97,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 3,1,8,Amber Anning,Great Britain,49.68,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 3,2,2,Lieke Klaver,Netherlands,49.96,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 3,3,6,Paola Morán,Mexico,51.04,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 3,4,9,Martina Weil,Chile,51.15,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 3,5,7,Alice Mangione,Italy,51.60,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 3,6,3,Ella Onojuvwevwo,Nigeria,51.65,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 3,7,4,Tiffani Marinho,Brazil,52.62,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 3,8,5,Cátia Azevedo,Portugal,52.73,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 4,1,4,Natalia Kaczmarek,Poland,49.98,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 4,2,9,Roxana Gómez,Cuba,50.38,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 4,3,5,Sada Williams,Barbados,50.45,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 4,4,6,Victoria Ohuruogu,Great Britain,50.93,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 4,5,3,Gunta Vaičule,Latvia,51.13,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 4,6,2,Helena Ponette,Belgium,51.75,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 4,7,7,Shaunae Miller-Uibo,Bahamas,2:29.29,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 4,,8,Esther Joseph,Nigeria,DQ,TR17.2.3
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 5,1,5,Marileidy Paulino,Dominican Republic,49.42,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 5,2,7,Aaliyah Butler,United States,50.52,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 5,3,6,Susanne Gogl-Walli,Austria,50.67,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 5,4,8,Sharlene Mawdsley,Ireland,50.71,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 5,5,4,Aliyah Abrams,Guyana,51.55,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 5,6,9,Lurdes Gloria Manuel,Czech Republic,52.20,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 5,7,2,Kiran Pahal,India,52.51,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 5,8,3,Cynthia Bolingo,Belgium,52.77,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 6,1,5,Rhasidat Adeleke,Ireland,50.09,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 6,2,7,Alexis Holmes,United States,50.35,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 6,3,8,Junelle Bromfield,Jamaica,51.36,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 6,4,2,Miranda Coetzee,South Africa,51.58,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 6,5,6,Lada Vondrová,Czech Republic,51.80,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 6,6,3,Lauren Gale,Canada,53.13,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 6,7,4,Evelis Aguilar,Colombia,53.36,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 6,,9,Nicole Caicedo,Ecuador,DQ,TR16.8
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 1,1,7,Salwa Eid Naser,Bahrain,49.08,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 1,2,8,Rhasidat Adeleke,Ireland,49.95,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 1,3,4,Henriette Jæger,Norway,50.17,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 1,4,6,Lieke Klaver,Netherlands,50.44,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 1,5,3,Victoria Ohuruogu,Great Britain,51.14,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 1,6,5,Aaliyah Butler,United States,51.18,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 1,7,2,Gabby Scott,Puerto Rico,51.22,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 1,8,9,Junelle Bromfield,Jamaica,51.93,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 2,1,6,Marileidy Paulino,Dominican Republic,49.21,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 2,2,5,Alexis Holmes,United States,50.00,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 2,3,7,Laviai Nielsen,Great Britain,50.69,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 2,4,8,Nickisha Pryce,Jamaica,50.77,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 2,5,9,Andrea Miklós,Romania,50.78,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 2,6,3,Ella Onojuvwevwo,Nigeria,51.05,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 2,7,4,Susanne Gogl-Walli,Austria,51.17,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 2,8,2,Lurdes Gloria Manuel,Czech Republic,51.42,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 3,1,7,Natalia Kaczmarek,Poland,49.45,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 3,2,6,Amber Anning,Great Britain,49.47,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 3,3,4,Sada Williams,Barbados,49.89,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 3,4,2,Kendall Ellis,United States,50.40,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 3,5,5,Roxana Gómez,Cuba,50.48,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 3,6,9,Paola Morán,Mexico,50.73,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 3,7,8,Stacey-Ann Williams,Jamaica,50.79,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Semi-final 3,8,3,Miranda Coetzee,South Africa,51.60,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Final,,6,Marileidy Paulino,Dominican Republic,48.17,"OR,AR"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Final,,8,Salwa Eid Naser,Bahrain,48.53,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Final,,7,Natalia Kaczmarek,Poland,48.98,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Final,4,4,Rhasidat Adeleke,Ireland,49.28,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Final,5,5,Amber Anning,Great Britain,49.29,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Final,6,9,Alexis Holmes,United States,49.77,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Final,7,2,Sada Williams,Barbados,49.83,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Final,8,3,Henriette Jæger,Norway,49.96,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,1,,Eliott Crestan,Belgium,1:45.51,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,2,,Marco Arop,Canada,1:45.74,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,3,,Peyton Craig,Australia,1:45.81,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,4,,Handal Roban,Saint Vincent and the Grenadines,1:46.00,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,5,,Abdelati El Guesse,Morocco,1:46.91,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,6,,Tumo Nkape,Botswana,1:46.99,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,7,,Abubaker Haydar Abdalla,Qatar,1:48.42,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,8,,James Preston,New Zealand,1:48.50,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,9,,Abraham Guem,South Sudan,1:48.74,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,1,,Gabriel Tual,France,1:45.13,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,2,,Mark English,Ireland,1:45.15,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,3,,Tshepiso Masalela,Botswana,1:45.58,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,4,,Jakub Dudycha,Czech Republic,1:45.62,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,5,,Koitatoi Kidali,Kenya,1:45.84,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,6,,Edose Ibadin,Nigeria,1:46.56,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,7,,Mohamed Ali Gouaned,Algeria,1:47.34,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,8,,Ali Idow Hassan,Somalia,1:48.72,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,9,,Mohammed Dwedar,Palestine,1:54.83,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,1,,Emmanuel Wanyonyi,Kenya,1:44.64,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,2,,Catalin Tecuceanu,Italy,1:44.80,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,3,,Andreas Kramer,Sweden,1:44.93,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,4,,Adrián Ben,Spain,1:45.03,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,5,,Ryan Clarke,Netherlands,1:45.56,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,6,,Joseph Deng,Australia,1:45.87,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,7,,Tibo De Smet,Belgium,1:46.03,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,8,,Brandon Miller,United States,1:46.34,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,9,,Yervand Mkrtchyan,Armenia,1:49.91,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,1,,Djamel Sedjati,Algeria,1:45.84,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,2,,Elliot Giles,Great Britain,1:45.93,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,3,,Hobbs Kessler,United States,1:46.15,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,4,,Simone Barontini,Italy,1:46.33,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,5,,Elvin Josué Canales,Spain,1:46.48,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,6,,Pieter Sisk,Belgium,1:46.60,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,7,,Peter Bol,Australia,1:47.50,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,8,,Dennick Luke,Dominica,1:47.54,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,9,,Musa Suliman,Refugee Olympic Team,1:49.61,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 5,1,,Ben Pattison,Great Britain,1:45.56,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 5,2,,Edmund Du Plessis,South Africa,1:45.73,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 5,3,,Wyclife Kinyamal,Kenya,1:45.86,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 5,4,,Benjamin Robert,France,1:45.92,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 5,5,,Navasky Anderson,Jamaica,1:46.82,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 5,6,,Tobias Grønstad,Norway,1:46.85,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 5,7,,Mateusz Borkowski,Poland,1:47.50,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 5,8,,José Antonio Maita,Venezuela,1:48.02,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 5,9,,Chhun Bunthorn,Cambodia,1:53.31,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 6,1,,Mohamed Attaoui,Spain,1.44.81,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 6,2,,Bryce Hoppel,United States,1:45.24,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 6,3,,Max Burgin,Great Britain,1:45.36,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 6,4,,Corentin Le Clezio,France,1:45.42,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 6,5,,Jesús Tonatiú López,Mexico,1:45.82,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 6,6,,Tom Dradriga,Uganda,1:46.05,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 6,7,,Kethobogile Haingura,Botswana,1:46.46,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 6,8,,Slimane Moula,Algeria,1:46.71,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,1,,Kethobogile Haingura,Botswana,1:45.52,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,2,,Slimane Moula,Algeria,1:45.67,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,3,,Corentin Le Clezio,France,1:45.72,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,4,,Peter Bol,Australia,1:46.12,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,5,,Tom Dradriga,Uganda,1:46.15,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,6,,Dennick Luke,Dominica,1:46.81,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,7,,Edose Ibadin,Nigeria,1:49.09,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,8,,Chhun Bunthorn,Cambodia,1:53.42,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 1,,,Abdelati El Guesse,Morocco,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,1,,Jesús Tonatiú López,Mexico,1:45.13,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,2,,Adrián Ben,Spain,1:45.37,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,3,,Pieter Sisk,Belgium,1:45.49,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,4,,Handal Roban,Saint Vincent and the Grenadines,1:45.80,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,5,,Navasky Anderson,Jamaica,1:46.01,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,6,,Koitatoi Kidali,Kenya,1:46.37,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,7,,Jakub Dudycha,Czech Republic,1:49.94,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,8,,Yervand Mkrtchyan,Armenia,1:50.07,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 2,9,,Musa Suliman,Refugee Olympic Team,1:50.11,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,1,,Simone Barontini,Italy,1:45.56,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,2,,Benjamin Robert,France,1:45.83,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,3,,José Antonio Maita,Venezuela,1:46.44,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,4,,Tibo De Smet,Belgium,1:46.59,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,5,,Joseph Deng,Australia,1:48.58,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,6,,James Preston,New Zealand,1:50.53,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,,,Abubaker Haydar Abdalla,Qatar,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 3,,,Ali Idow Hassan,Somalia,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,1,,Brandon Miller,United States,1:44.21,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,2,,Mohamed Ali Gouaned,Algeria,1:44.37,"q, =PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,3,,Tobias Grønstad,Norway,1:44.57,"q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Heat 4,4,,Elvin Josué Canales,Spain,1:44.65,
